,ppreg4,ppmarit5,ppeducat,D1G,SL1,ppemploy,ED5,SL7,B10,ppagecat,ppgender,ppethm
11100,South,Widowed,High school graduate,No,No,Not working,About the same,No,4,65-74,Female,White
11101,South,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,6,25-34,Male,White
11102,West,Never married,High school graduate,"Yes, as a part-time student",No,Working part-time,About the same,No,5,18-24,Female,White
11103,Midwest,Now married,No high school diploma,No,No,Not working,No response,No,9,65-74,Male,White
11104,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,45-54,Male,Black
11105,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,65-74,Female,White
11106,South,Never married,High school graduate,No,No,Working full-time,No response,No,3,25-34,Male,White
11107,South,Now married,High school graduate,No,No,Not working,No response,No,7,45-54,Female,White
11108,Midwest,Never married,College's degree,No,Yes,Working full-time,About the same,No response,7,25-34,Male,White
11109,West,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,9,45-54,Male,White
11110,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,7,65-74,Male,Other
11111,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,25-34,Female,Other
11112,Midwest,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Female,White
11113,South,Never married,College's degree,No,No,Working part-time,About the same,Yes,7,55-64,Male,Other
11114,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,25-34,Female,White
11115,Midwest,Now married,College's degree,No,No,Working full-time,Financial benefits are much larger,No,5,35-44,Male,Hispanic
11116,South,Never married,College's degree,"Yes, as a part-time student",No,Not working,No response,No,4,18-24,Male,Hispanic
11117,South,Divorced,College's degree,"Yes, as a part-time student",Yes,Working full-time,No response,No response,9,25-34,Female,Black
11118,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,18-24,Male,White
11119,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,35-44,Male,White
11120,West,Never married,High school graduate,No,No,Not working,No response,No,5,18-24,Female,Hispanic
11121,Northeast,Now married,No high school diploma,No,No,Not working,No response,No,3,35-44,Female,Hispanic
11122,Midwest,Now married,Bachelor's degree or higher,No,Yes,Not working,No response,No response,5,35-44,Female,White
11123,South,Widowed,High school graduate,No,No,Not working,No response,No,8,65-74,Male,White
11124,Midwest,Never married,High school graduate,No,No,Working part-time,Financial costs are much larger,No,2,25-34,Female,Black
11125,South,Now married,High school graduate,No,No,Working full-time,About the same,No,9,55-64,Female,White
11126,West,Now married,College's degree,No,Yes,Not working,Financial costs are much larger,No response,1,55-64,Female,White
11127,South,Divorced,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,5,35-44,Female,Black
11128,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,25-34,Female,Other
11129,South,Never married,College's degree,No,No,Not working,Financial costs are much larger,No,10 - Completely satisfied,18-24,Male,Hispanic
11130,West,Divorced,College's degree,No,No,Working full-time,No response,No,9,55-64,Male,Other
11131,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,25-34,Male,Other
11132,South,Never married,College's degree,No,No,Working full-time,No response,No,5,65-74,Female,White
11133,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,25-34,Male,White
11134,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,4,55-64,Male,White
11135,Northeast,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,9,25-34,Male,Other
11136,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,6,35-44,Female,White
11137,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,45-54,Male,Other
11138,Midwest,Now married,College's degree,No,No,Working full-time,No response,Yes,8,25-34,Female,Hispanic
11139,South,Now married,High school graduate,No,No,Not working,Financial benefits are somewhat larger,Yes,4,25-34,Female,White
11140,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,10 - Completely satisfied,75+,Female,White
11141,Midwest,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,35-44,Female,White
11142,Northeast,Now married,College's degree,No,No,Working full-time,No response,No,6,55-64,Female,White
11143,South,Now married,College's degree,No,No,Working full-time,No response,No,8,55-64,Male,White
11144,West,Separated,College's degree,No,No,Working full-time,No response,No,7,55-64,Female,White
11145,Midwest,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,5,35-44,Male,White
11146,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,6,35-44,Male,White
11147,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,9,65-74,Male,White
11148,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,9,25-34,Male,White
11149,South,Now married,College's degree,"Yes, as a full-time student",Yes,Not working,Financial benefits are somewhat larger,No response,8,25-34,Male,White
11150,Midwest,Now married,High school graduate,No,No,Working full-time,Financial costs are much larger,No,6,35-44,Female,White
11151,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,2,18-24,Male,Hispanic
11152,Midwest,Never married,High school graduate,No,No,Not working,No response,No,5,25-34,Female,Hispanic
11153,South,Never married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,7,25-34,Male,Black
11154,South,Now married,No high school diploma,No,No,Working full-time,No response,No,9,35-44,Female,Black
11155,Northeast,Now married,High school graduate,No,Yes,Working full-time,About the same,No response,7,35-44,Male,White
11156,South,Never married,College's degree,"Yes, as a full-time student",Yes,Not working,About the same,No response,7,18-24,Female,White
11157,South,Now married,High school graduate,No,No,Working part-time,About the same,No,7,25-34,Male,Hispanic
11158,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,25-34,Female,White
11159,South,Never married,Bachelor's degree or higher,"Yes, as a full-time student",No,Working part-time,No response,No,7,18-24,Male,White
11160,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,45-54,Female,Black
11161,Midwest,Now married,College's degree,No,No,Working full-time,No response,No,3,35-44,Male,Hispanic
11162,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,2,45-54,Male,White
11163,West,Divorced,Bachelor's degree or higher,No,Yes,Working full-time,Financial benefits are much larger,No response,8,45-54,Male,White
11164,South,Never married,College's degree,No,No,Not working,Financial costs are much larger,No,4,18-24,Male,White
11165,Midwest,Never married,High school graduate,No,No,Working full-time,Financial costs are much larger,No,2,35-44,Male,White
11166,South,Separated,College's degree,"Yes, as a full-time student",Yes,Working full-time,No response,No response,8,35-44,Female,White
11167,Midwest,Now married,Bachelor's degree or higher,"Yes, as a part-time student",No,Working full-time,No response,No,7,35-44,Female,White
11168,Midwest,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,25-34,Male,Other
11169,Midwest,Now married,High school graduate,No,No,Working full-time,No response,No,5,55-64,Male,White
11170,Midwest,Now married,College's degree,No,No,Working full-time,About the same,No,9,55-64,Female,White
11171,West,Separated,High school graduate,No,No,Not working,About the same,Yes,5,35-44,Male,Other
11172,Midwest,Widowed,High school graduate,No,No,Not working,Financial benefits are somewhat larger,No,4,65-74,Female,White
11173,West,Now married,High school graduate,No,No,Working full-time,About the same,No,6,55-64,Male,Hispanic
11174,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,5,35-44,Female,White
11175,South,Now married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,5,35-44,Male,Hispanic
11176,South,Never married,College's degree,"Yes, as a part-time student",No,Working full-time,Financial benefits are somewhat larger,Yes,1,25-34,Female,Hispanic
11177,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,45-54,Male,White
11178,South,Never married,College's degree,"Yes, as a full-time student",Yes,Working full-time,About the same,No response,4,25-34,Female,White
11179,Midwest,Now married,High school graduate,No,No,Working part-time,No response,No,6,25-34,Female,White
11180,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,7,65-74,Male,White
11181,South,Now married,High school graduate,No,No,Not working,About the same,Yes,3,55-64,Male,Black
11182,South,Now married,High school graduate,No,No,Not working,About the same,No,10 - Completely satisfied,65-74,Male,Black
11183,South,Now married,High school graduate,No,No,Not working,No response,No,3,65-74,Male,White
11184,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,9,25-34,Male,Other
11185,Midwest,Now married,No high school diploma,No,No,Not working,No response,No,5,45-54,Female,Hispanic
11186,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,35-44,Male,White
11187,Northeast,Now married,High school graduate,No,No,Not working,No response,No,8,55-64,Male,White
11188,South,Never married,College's degree,No,Yes,Working part-time,No response,No response,7,35-44,Female,White
11189,Midwest,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,10 - Completely satisfied,25-34,Female,White
11190,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,55-64,Male,Other
11191,Midwest,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,7,45-54,Female,White
11192,Northeast,Never married,High school graduate,No,No,Working full-time,No response,No,5,45-54,Male,Black
11193,Midwest,Divorced,High school graduate,No,No,Not working,No response,No,8,65-74,Male,White
11194,South,Never married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,9,25-34,Male,Other
11195,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,35-44,Male,White
11196,South,Now married,College's degree,No,No,Not working,Financial costs are somewhat larger,No,5,25-34,Male,White
11197,South,Now married,College's degree,No,Yes,Not working,No response,No response,3,65-74,Female,Black
11198,Northeast,Never married,College's degree,"Yes, as a part-time student",No,Working full-time,No response,No,8,25-34,Male,Hispanic
11199,South,Now married,College's degree,No,No,Working part-time,About the same,No,8,18-24,Female,Hispanic
11200,South,Now married,High school graduate,No,No,Not working,Financial costs are much larger,No,0 - Not at all satisfied,75+,Female,White
11201,South,Widowed,No high school diploma,No,No,Not working,No response,No,8,75+,Female,White
11202,West,Never married,No high school diploma,"Yes, as a full-time student",No,Working part-time,Financial benefits are much larger,No,2,18-24,Female,Black
11203,South,Never married,College's degree,"Yes, as a full-time student",No,Working full-time,No response,No,6,18-24,Female,Hispanic
11204,South,Now married,Bachelor's degree or higher,"Yes, as a part-time student",Yes,Working full-time,No response,No response,4,25-34,Female,White
11205,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Male,White
11206,Midwest,Now married,College's degree,No,No,Working full-time,No response,No,7,25-34,Male,White
11207,Northeast,Never married,College's degree,"Yes, as a full-time student",Yes,Not working,Financial benefits are somewhat larger,No response,7,18-24,Male,White
11208,Midwest,Never married,College's degree,No,Yes,Working full-time,Financial benefits are much larger,No response,7,25-34,Male,White
11209,Midwest,Now married,College's degree,No,Yes,Working full-time,No response,No response,4,25-34,Female,White
11210,West,Never married,High school graduate,No,No,Not working,No response,No,0 - Not at all satisfied,18-24,Female,Black
11211,West,Now married,High school graduate,"Yes, as a part-time student",No,Working part-time,No response,No,8,35-44,Female,Hispanic
11212,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,10 - Completely satisfied,45-54,Female,White
11213,West,Never married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Working full-time,No response,No response,9,18-24,Male,Hispanic
11214,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,10 - Completely satisfied,35-44,Female,Black
11215,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,9,65-74,Male,White
11216,Midwest,Now married,College's degree,No,Yes,Working full-time,No response,No response,7,25-34,Female,Other
11217,South,Widowed,No high school diploma,No,No,Not working,No response,No,0 - Not at all satisfied,55-64,Female,White
11218,Northeast,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Male,White
11219,Midwest,Now married,College's degree,No,No,Working full-time,About the same,No,5,35-44,Female,White
11220,South,Separated,Bachelor's degree or higher,No,No,Working full-time,Financial benefits are much larger,No,2,55-64,Female,White
11221,South,Widowed,High school graduate,No,No,Not working,No response,No,8,55-64,Female,White
11222,Midwest,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Female,White
11223,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,55-64,Female,White
11224,Northeast,Never married,High school graduate,"Yes, as a full-time student",Yes,Working part-time,Financial benefits are somewhat larger,No response,7,18-24,Male,Other
11225,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,45-54,Male,Black
11226,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,35-44,Female,White
11227,West,Now married,College's degree,No,No,Working part-time,Financial benefits are somewhat larger,No,8,65-74,Male,Hispanic
11228,West,Now married,College's degree,No,No,Not working,No response,No,5,35-44,Female,Other
11229,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,25-34,Male,White
11230,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,10 - Completely satisfied,75+,Male,White
11231,Midwest,Now married,High school graduate,No,No,Working full-time,No response,No,1,55-64,Female,White
11232,South,Never married,High school graduate,"Yes, as a full-time student",No,Working part-time,Financial costs are somewhat larger,No,5,18-24,Male,Hispanic
11233,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,4,65-74,Female,White
11234,Northeast,Never married,College's degree,No,Yes,Working part-time,Financial costs are somewhat larger,No response,7,18-24,Male,White
11235,West,Now married,College's degree,No,No,Not working,Financial costs are much larger,No,7,25-34,Female,White
11236,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,6,55-64,Female,Other
11237,Midwest,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,5,35-44,Female,Black
11238,Northeast,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,5,65-74,Male,White
11239,South,Divorced,College's degree,No,No,Working part-time,No response,No,0 - Not at all satisfied,55-64,Female,Hispanic
11240,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,4,25-34,Male,White
11241,West,Now married,College's degree,No,No,Not working,No response,No,8,75+,Male,White
11242,Midwest,Divorced,Bachelor's degree or higher,No,Yes,Not working,No response,No response,7,45-54,Male,White
11243,Northeast,Never married,Bachelor's degree or higher,No,No,Not working,No response,Yes,0 - Not at all satisfied,45-54,Male,Other
11244,West,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,2,18-24,Male,Hispanic
11245,South,Never married,High school graduate,No,No,Working full-time,No response,No,5,18-24,Female,Hispanic
11246,South,Divorced,High school graduate,No,No,Working full-time,No response,No,5,25-34,Female,White
11247,South,Separated,No high school diploma,No,No,Working full-time,No response,No,4,45-54,Female,White
11248,Midwest,Widowed,College's degree,No,No,Not working,About the same,No,0 - Not at all satisfied,65-74,Male,White
11249,West,Separated,High school graduate,No,No,Working part-time,No response,No,7,55-64,Female,Hispanic
11250,Midwest,Divorced,High school graduate,No,No,Not working,No response,No,5,45-54,Female,White
11251,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,9,75+,Male,White
11252,West,Now married,College's degree,No,No,Working part-time,Financial costs are much larger,No,0 - Not at all satisfied,55-64,Female,White
11253,West,Now married,High school graduate,No,No,Working full-time,No response,No,5,25-34,Female,White
11254,South,Never married,High school graduate,No,Yes,Working full-time,Financial costs are much larger,No response,6,35-44,Male,Black
11255,Northeast,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,18-24,Female,Other
11256,Midwest,Now married,College's degree,No,Yes,Working full-time,No response,No response,6,25-34,Female,White
11257,West,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,6,25-34,Female,White
11258,South,Now married,College's degree,No,No,Working part-time,No response,No,8,55-64,Female,Black
11259,South,Divorced,Bachelor's degree or higher,No,No,Not working,No response,Yes,7,75+,Female,Black
11260,Midwest,Now married,Bachelor's degree or higher,No,Yes,Not working,No response,No response,7,25-34,Female,White
11261,South,Now married,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,25-34,Female,Hispanic
11262,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,35-44,Female,White
11263,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,6,45-54,Male,White
11264,Midwest,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,6,65-74,Female,White
11265,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,55-64,Female,White
11266,South,Now married,College's degree,No,No,Working full-time,No response,No,9,45-54,Male,White
11267,West,Never married,Bachelor's degree or higher,"Yes, as a full-time student",No,Working part-time,No response,No,7,18-24,Female,White
11268,Northeast,Never married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,5,45-54,Male,Hispanic
11269,South,Never married,College's degree,No,No,Working full-time,About the same,No,5,18-24,Female,White
11270,West,Now married,High school graduate,No,No,Not working,No response,No,2,25-34,Female,White
11271,South,Never married,No high school diploma,No,No,Not working,No response,No,7,25-34,Female,Hispanic
11272,West,Separated,High school graduate,No,No,Working full-time,About the same,No,6,55-64,Female,Hispanic
11273,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,6,35-44,Female,Hispanic
11274,West,Never married,High school graduate,No,No,Working full-time,No response,No,7,35-44,Female,Hispanic
11275,Midwest,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Male,White
11276,West,Now married,Bachelor's degree or higher,No,Yes,Not working,No response,No response,4,55-64,Female,White
11277,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,6,25-34,Female,White
11278,South,Never married,No high school diploma,No,No,Working full-time,No response,No,0 - Not at all satisfied,18-24,Female,White
11279,West,Now married,High school graduate,No,No,Working full-time,No response,No,3,45-54,Male,Black
11280,West,Never married,College's degree,No,No,Working part-time,No response,No,0 - Not at all satisfied,18-24,Male,Hispanic
11281,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,35-44,Male,White
11282,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,45-54,Female,White
11283,South,Never married,High school graduate,No,No,Working part-time,No response,No,8,18-24,Female,White
11284,Northeast,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,25-34,Female,White
11285,South,Never married,High school graduate,No,No,Not working,No response,No,8,18-24,Female,Black
11286,West,Separated,College's degree,No,Yes,Not working,No response,No response,4,25-34,Female,White
11287,Northeast,Divorced,Bachelor's degree or higher,No,No,Not working,No response,No,3,55-64,Male,Hispanic
11288,West,Never married,College's degree,No,No,Working part-time,About the same,No,5,25-34,Male,White
11289,West,Separated,High school graduate,No,Yes,Not working,Financial costs are much larger,No response,6,45-54,Female,Hispanic
11290,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,4,25-34,Female,White
11291,South,Now married,High school graduate,No,No,Working full-time,No response,No,8,35-44,Male,Hispanic
11292,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,55-64,Male,White
11293,South,Never married,High school graduate,No,No,Working part-time,Financial benefits are much larger,No,7,18-24,Female,Hispanic
11294,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,25-34,Male,White
11295,West,Divorced,College's degree,No,No,Working full-time,No response,Yes,5,55-64,Male,Black
11296,Midwest,Never married,College's degree,No,No,Working full-time,Financial costs are much larger,No,8,25-34,Male,White
11297,South,Never married,Bachelor's degree or higher,"Yes, as a full-time student",No,Working full-time,No response,No,8,18-24,Female,White
11298,South,Divorced,College's degree,No,Yes,Working full-time,No response,No response,6,35-44,Female,White
11299,West,Now married,High school graduate,No,No,Working full-time,No response,No,10 - Completely satisfied,25-34,Male,White
11300,West,Now married,No high school diploma,"Yes, as a part-time student",Yes,Working part-time,No response,No response,6,45-54,Female,Hispanic
11301,Northeast,Divorced,High school graduate,No,No,Not working,No response,No,8,65-74,Male,White
11302,South,Now married,College's degree,No,Yes,Not working,Financial benefits are much larger,No response,8,55-64,Female,White
11303,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,5,55-64,Male,White
11304,South,Now married,College's degree,No,No,Working full-time,About the same,No,8,65-74,Male,Black
11305,Northeast,Now married,College's degree,No,No,Working full-time,No response,Yes,9,55-64,Female,White
11306,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,55-64,Male,Other
11307,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,5,25-34,Male,Hispanic
11308,West,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,6,35-44,Female,Hispanic
11309,Northeast,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,45-54,Female,White
11310,Midwest,Now married,No high school diploma,No,No,Working full-time,No response,No,8,45-54,Male,Hispanic
11311,South,Widowed,No high school diploma,No,No,Not working,No response,No,5,65-74,Female,Black
11312,South,Never married,High school graduate,No,No,Not working,No response,No,5,65-74,Female,White
11313,South,Now married,College's degree,No,No,Working part-time,Financial benefits are much larger,Yes,8,55-64,Female,Black
11314,South,Never married,High school graduate,No,No,Working part-time,No response,No,8,35-44,Female,Hispanic
11315,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Male,White
11316,West,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,35-44,Male,Black
11317,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,8,55-64,Female,Other
11318,South,Now married,High school graduate,No,No,Not working,No response,No,8,65-74,Female,White
11319,South,Divorced,College's degree,No,No,Working full-time,No response,No,8,25-34,Male,Hispanic
11320,West,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,4,55-64,Female,Other
11321,South,Never married,High school graduate,No,No,Working full-time,No response,No,10 - Completely satisfied,25-34,Male,Black
11322,West,Never married,College's degree,"Yes, as a full-time student",Yes,Working part-time,No response,No response,7,25-34,Female,White
11323,Northeast,Never married,High school graduate,No,No,Not working,No response,No,0 - Not at all satisfied,25-34,Female,White
11324,South,Now married,No high school diploma,No,No,Working full-time,No response,No,6,45-54,Female,Black
11325,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,10 - Completely satisfied,25-34,Male,White
11326,Northeast,Now married,College's degree,No,Yes,Not working,No response,No response,4,45-54,Male,White
11327,South,Divorced,Bachelor's degree or higher,No,No,Not working,No response,Yes,6,65-74,Male,White
11328,Northeast,Now married,College's degree,No,No,Not working,No response,No,4,55-64,Male,White
11329,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,45-54,Male,Hispanic
11330,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,25-34,Male,White
11331,Northeast,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,10 - Completely satisfied,55-64,Male,White
11332,Northeast,Now married,High school graduate,No,No,Working part-time,About the same,No,8,45-54,Female,White
11333,Midwest,Now married,Bachelor's degree or higher,"Yes, as a full-time student",No,Not working,No response,No,5,25-34,Female,White
11334,South,Separated,No high school diploma,No,No,Working full-time,No response,No,5,45-54,Male,Black
11335,West,Now married,High school graduate,No,No,Working full-time,No response,No,5,55-64,Male,Hispanic
11336,West,Now married,College's degree,No,No,Working full-time,Financial benefits are somewhat larger,No,7,55-64,Female,White
11337,South,Never married,No high school diploma,No,No,Not working,No response,No,5,18-24,Male,Other
11338,Midwest,Now married,High school graduate,No,No,Not working,Financial costs are much larger,No,2,25-34,Female,White
11339,West,Never married,No high school diploma,No,No,Not working,No response,No,8,35-44,Female,Hispanic
11340,Midwest,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,5,55-64,Female,Black
11341,South,Now married,College's degree,No,No,Working part-time,No response,No,0 - Not at all satisfied,35-44,Female,Black
11342,South,Now married,High school graduate,"Yes, as a part-time student",Yes,Working full-time,Financial benefits are much larger,No response,8,35-44,Female,Black
11343,Midwest,Separated,No high school diploma,No,No,Not working,No response,No,7,18-24,Female,White
11344,Northeast,Never married,Bachelor's degree or higher,No,Yes,Not working,No response,No response,3,25-34,Female,White
11345,West,Now married,College's degree,No,No,Working part-time,No response,No,8,55-64,Male,White
11346,West,Now married,Bachelor's degree or higher,"Yes, as a part-time student",Yes,Working full-time,No response,No response,8,25-34,Male,White
11347,Midwest,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,55-64,Female,White
11348,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,45-54,Male,Hispanic
11349,Northeast,Now married,High school graduate,No,No,Not working,No response,No,1,45-54,Female,Other
11350,South,Now married,No high school diploma,No,No,Working part-time,No response,No,4,55-64,Female,White
11351,South,Now married,College's degree,No,No,Working full-time,Financial benefits are somewhat larger,Yes,7,55-64,Male,White
11352,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,5,25-34,Female,White
11353,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,35-44,Female,White
11354,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,35-44,Male,Other
11355,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,2,25-34,Male,White
11356,South,Now married,College's degree,No,Yes,Working full-time,No response,No response,6,25-34,Female,White
11357,Midwest,Now married,Bachelor's degree or higher,No,Yes,Working full-time,Financial benefits are somewhat larger,No response,7,55-64,Male,Black
11358,South,Now married,High school graduate,No,No,Working full-time,About the same,No,8,35-44,Male,Other
11359,Northeast,Widowed,High school graduate,No,No,Not working,No response,No,0 - Not at all satisfied,45-54,Female,Black
11360,Midwest,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
11361,Northeast,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,45-54,Female,White
11362,South,Separated,High school graduate,No,No,Working full-time,No response,No,3,35-44,Female,Other
11363,Midwest,Now married,High school graduate,No,No,Working part-time,No response,No,3,25-34,Male,White
11364,South,Separated,No high school diploma,No,No,Working part-time,No response,No,3,55-64,Female,White
11365,South,Divorced,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,5,55-64,Female,White
11366,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,7,45-54,Male,White
11367,Northeast,Never married,College's degree,"Yes, as a full-time student",Yes,Working part-time,Financial benefits are somewhat larger,No response,8,18-24,Female,White
11368,South,Now married,High school graduate,No,No,Not working,No response,No,8,25-34,Female,White
11369,Midwest,Now married,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,65-74,Female,White
11370,West,Never married,High school graduate,No,No,Working full-time,No response,No,5,25-34,Female,White
11371,South,Never married,College's degree,No,No,Not working,No response,Yes,6,55-64,Female,White
11372,Northeast,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,35-44,Female,White
11373,Midwest,Divorced,College's degree,No,No,Not working,About the same,No,5,65-74,Female,White
11374,West,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Female,Hispanic
11375,Midwest,Never married,College's degree,No,Yes,Working full-time,About the same,No response,2,25-34,Male,White
11376,South,Now married,High school graduate,No,No,Working full-time,About the same,No,6,45-54,Female,White
11377,Midwest,Never married,College's degree,No,Yes,Working full-time,Financial benefits are somewhat larger,No response,8,25-34,Female,White
11378,Midwest,Now married,College's degree,No,No,Working part-time,Financial costs are much larger,No,8,45-54,Female,White
11379,Midwest,Now married,High school graduate,No,No,Working full-time,Financial benefits are much larger,No,7,45-54,Male,White
11380,Midwest,Separated,College's degree,No,No,Working full-time,No response,No,7,25-34,Female,White
11381,South,Now married,College's degree,No,No,Working full-time,No response,No,8,45-54,Male,White
11382,Midwest,Now married,High school graduate,No,No,Not working,Financial costs are much larger,No,0 - Not at all satisfied,55-64,Male,Black
11383,South,Now married,High school graduate,No,No,Not working,No response,No,7,65-74,Male,White
